Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Genius_IQ,Hot,Is_Description,Is_Verified,Length_Referent_Text,Meme_Verified,Number_Contributors,Number_Verified_Annotations,Page_Views,Pinned,Pyong_Count,Release_Date,Total_Votes
18,21,FALSE,accepted,2,FALSE,598,?,FALSE,FALSE,FALSE,80,FALSE,35,0,38870,FALSE,60,7089,1
103,107,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,27,TRUE,399,3,1792776,FALSE,310,1951,0
22,28,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,45,FALSE,167,0,2147517,FALSE,91,2126,3
44,45,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,43,TRUE,712,0,1479165,FALSE,270,423,50
27,28,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,42,FALSE,196,0,3183017,FALSE,226,1929,47
17,21,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,143,FALSE,126,2,312702,FALSE,48,8468,3
6,7,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,412,FALSE,94,0,413416,FALSE,81,8132,86
36,40,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,48,FALSE,177,2,3274833,FALSE,547,1699,18
47,53,TRUE,verified,4,FALSE,21495,34478,FALSE,FALSE,TRUE,69,TRUE,363,5,4222368,TRUE,861,2036,221
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,112,FALSE,37,0,86111,FALSE,3,7173,0
26,35,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,61,FALSE,32,0,47306,FALSE,23,2234,0
6,11,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,108,TRUE,173,0,826526,FALSE,170,1657,18
26,31,FALSE,accepted,1,TRUE,598,?,FALSE,FALSE,FALSE,107,FALSE,78,0,214830,FALSE,87,6557,30
22,26,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,53,FALSE,41,0,415789,FALSE,59,5701,0
18,24,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,111,FALSE,216,0,2254705,FALSE,226,2518,74
73,76,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,29,TRUE,141,0,562484,FALSE,46,2466,9
42,43,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,77,TRUE,218,0,1104987,FALSE,275,1060,13
73,77,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,166,TRUE,279,1,1156612,FALSE,233,1657,46
20,23,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,92,FALSE,146,0,897768,FALSE,206,8489,30
24,29,FALSE,verified,0,TRUE,8610,?,FALSE,FALSE,FALSE,45,FALSE,195,4,2724546,FALSE,198,2477,19
55,56,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,14,TRUE,281,0,1478231,FALSE,259,5843,172
54,58,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,39,FALSE,111,0,77481,FALSE,31,5353,8
10,16,FALSE,unreviewed,1,FALSE,598,?,FALSE,FALSE,FALSE,5,FALSE,28,0,36933,FALSE,47,7089,0
35,39,TRUE,verified,2,FALSE,8610,?,FALSE,FALSE,FALSE,79,FALSE,365,3,3306405,TRUE,290,826,1076
16,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,40,FALSE,95,1,234474,FALSE,28,8132,0
22,24,FALSE,accepted,2,TRUE,10964,?,FALSE,FALSE,FALSE,72,FALSE,258,1,7397166,FALSE,578,844,57
0,7,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,21,FALSE,9,0,5594,FALSE,3,754,0
19,29,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,121,FALSE,34,0,54207,FALSE,7,2049,1
30,32,FALSE,accepted,1,TRUE,693,?,FALSE,FALSE,FALSE,42,FALSE,70,0,233864,FALSE,72,6277,7
37,39,FALSE,accepted,1,FALSE,10964,?,FALSE,FALSE,FALSE,86,FALSE,138,0,2448942,FALSE,317,1699,31
43,48,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,119,TRUE,90,0,284677,FALSE,40,1986,7
22,26,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,44,FALSE,41,0,415789,FALSE,59,5701,0
10,18,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,21,FALSE,69,0,265651,FALSE,35,7481,9
7,12,TRUE,verified,0,TRUE,2503,1124,FALSE,FALSE,TRUE,56,TRUE,51,4,227520,TRUE,30,627,58
20,29,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,37,FALSE,66,0,55588,FALSE,3,9854,-1
32,42,TRUE,verified,38,TRUE,8610,?,FALSE,FALSE,FALSE,47,FALSE,515,9,5296468,TRUE,341,887,672
38,39,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,38,TRUE,262,0,1497028,FALSE,996,1175,36
38,39,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,45,TRUE,262,0,1497028,FALSE,996,1175,122
36,38,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,76,FALSE,95,0,234938,FALSE,47,6452,5
36,49,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,35,FALSE,42,0,65899,FALSE,6,10141,3
47,53,TRUE,verified,2,FALSE,21495,34478,FALSE,FALSE,TRUE,19,TRUE,363,5,4222368,TRUE,861,2036,178
24,25,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,83,TRUE,278,0,1050140,FALSE,672,1125,86
5,18,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,80,FALSE,20,0,26872,FALSE,10,9854,1
0,3,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,51,FALSE,3,0,?,FALSE,?,1115,0
66,69,TRUE,accepted,11,FALSE,10964,?,FALSE,FALSE,FALSE,169,FALSE,306,2,2875478,FALSE,342,1699,141
30,33,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,40,FALSE,51,0,70429,FALSE,18,8948,5
35,39,FALSE,accepted,1,TRUE,8610,?,FALSE,FALSE,FALSE,31,FALSE,277,3,3184871,FALSE,369,1797,21
33,41,TRUE,verified,4,TRUE,8610,?,FALSE,FALSE,FALSE,116,FALSE,207,7,1930333,TRUE,90,566,103
52,57,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,44,TRUE,434,4,2640134,FALSE,407,1727,17
44,45,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,101,TRUE,712,0,1479165,FALSE,270,423,28
27,29,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,46,FALSE,60,0,101327,FALSE,71,7306,0
27,32,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,31,FALSE,120,0,357887,FALSE,44,8048,0
40,41,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,18,FALSE,294,0,3318872,FALSE,2527,1449,16
18,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,49,TRUE,827,0,9407569,FALSE,949,416,202
44,46,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,53,TRUE,76,0,158330,FALSE,11,1986,2
17,24,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,166,FALSE,31,0,34150,FALSE,6,7509,0
52,54,FALSE,accepted,1,FALSE,17568,144243,FALSE,FALSE,TRUE,80,TRUE,297,0,1024521,FALSE,303,1657,36
21,24,FALSE,accepted,1,TRUE,8610,?,FALSE,FALSE,FALSE,33,FALSE,257,2,1441789,FALSE,313,2779,81
33,36,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,51,FALSE,335,2,5070070,FALSE,372,2441,265
10,11,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,40,FALSE,237,0,5521909,FALSE,201,775,130
34,35,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,116,FALSE,80,0,243325,FALSE,28,8020,6
11,20,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,56,FALSE,36,0,29021,FALSE,51,7089,1
27,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,37,FALSE,142,0,589526,FALSE,94,8179,10
55,57,TRUE,verified,40,TRUE,17568,144243,FALSE,FALSE,TRUE,156,TRUE,290,1,1404525,TRUE,294,1685,744
64,65,FALSE,accepted,1,FALSE,419,?,FALSE,FALSE,FALSE,46,FALSE,79,0,210446,FALSE,18,11238,7
14,27,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,27,FALSE,58,0,93873,FALSE,13,10415,1
40,50,TRUE,verified,2,TRUE,17568,144243,FALSE,FALSE,TRUE,52,TRUE,411,7,1221363,TRUE,153,471,45
50,53,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,110,FALSE,316,2,2524716,FALSE,382,1797,214
24,29,TRUE,verified,1,TRUE,8610,?,FALSE,FALSE,FALSE,45,FALSE,195,4,2724546,TRUE,198,2477,26
22,25,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,25,TRUE,305,0,1495678,FALSE,169,129,37
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,13,FALSE,60,0,53974,FALSE,9,7210,1
21,22,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,52,FALSE,218,0,2302935,FALSE,163,541,12
36,40,FALSE,accepted,1,FALSE,10964,?,FALSE,FALSE,FALSE,41,FALSE,177,2,3274833,FALSE,547,1699,21
18,19,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,37,FALSE,197,0,1720858,FALSE,123,826,14
34,36,FALSE,accepted,2,FALSE,21495,34478,FALSE,FALSE,TRUE,64,TRUE,245,1,3253375,FALSE,527,2043,16
65,67,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,34,FALSE,362,0,2968632,FALSE,314,2766,29
26,29,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,15,FALSE,62,1,155005,FALSE,25,6935,5
16,19,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,28,FALSE,27,0,66018,FALSE,10,5353,12
42,43,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,20,FALSE,195,0,3081814,FALSE,165,2378,21
29,38,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,69,FALSE,84,0,332843,FALSE,96,5360,1
52,57,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,40,TRUE,434,4,2640134,FALSE,407,1727,37
73,76,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,30,TRUE,141,0,562484,FALSE,46,2466,7
66,67,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,7,TRUE,117,0,275989,FALSE,163,1434,1
17,18,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,51,TRUE,59,0,211688,FALSE,13,1986,0
27,28,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,6,FALSE,196,0,3183017,FALSE,226,1929,18
11,14,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,16,FALSE,31,0,32188,FALSE,?,9854,2
16,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,42,FALSE,95,1,234474,FALSE,28,8132,2
36,40,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,102,FALSE,177,2,3274833,FALSE,547,1699,42
54,58,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,122,FALSE,111,0,77481,FALSE,31,5353,7
0,9,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,44,FALSE,4,0,?,FALSE,3,1308,2
42,43,FALSE,accepted,2,TRUE,2503,1124,FALSE,FALSE,TRUE,103,TRUE,218,0,1104987,FALSE,275,1060,10
34,36,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,21,TRUE,176,0,336606,FALSE,54,1017,20
33,36,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,60,FALSE,335,2,5070070,FALSE,372,2441,42
20,24,TRUE,verified,60,TRUE,17568,144243,FALSE,FALSE,TRUE,17,TRUE,191,3,1147870,TRUE,203,2841,954
22,23,FALSE,accepted,1,TRUE,38,?,FALSE,FALSE,FALSE,100,FALSE,125,0,2423056,FALSE,1331,1177,44
28,29,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,28,TRUE,198,0,1921896,FALSE,426,2514,45
7,12,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,119,TRUE,51,4,227520,FALSE,30,627,20
26,31,FALSE,accepted,4,TRUE,598,?,FALSE,FALSE,FALSE,57,FALSE,78,0,214830,FALSE,87,6557,13
47,51,TRUE,verified,8,TRUE,21495,34478,FALSE,FALSE,TRUE,55,TRUE,346,3,3910160,TRUE,380,2036,268
84,89,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,28,TRUE,552,4,5613108,FALSE,2095,2036,110
22,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,54,FALSE,82,0,207559,FALSE,26,7173,52
81,84,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,75,FALSE,251,2,3670474,FALSE,495,1699,4
33,34,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,41,TRUE,106,0,222423,FALSE,22,4870,10
25,26,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,56,TRUE,377,0,1878910,FALSE,389,191,73
39,43,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,17,TRUE,455,3,4139198,FALSE,785,1664,14
17,18,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,109,FALSE,53,0,66937,FALSE,10,7173,3
24,25,FALSE,accepted,10,TRUE,17568,144243,FALSE,FALSE,TRUE,339,TRUE,278,0,1050140,FALSE,672,1125,70
30,38,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,32,FALSE,51,0,42338,FALSE,8,10601,-1
6,7,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,139,FALSE,94,0,413416,FALSE,81,8132,17
26,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,29,FALSE,142,0,600994,FALSE,128,8132,11
17,18,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,47,TRUE,59,0,211688,FALSE,13,1986,4
23,24,FALSE,accepted,2,TRUE,21495,34478,FALSE,FALSE,TRUE,103,TRUE,382,0,3709414,FALSE,1885,1162,65
14,23,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,22,FALSE,34,0,27247,FALSE,6,9854,0
19,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,148,FALSE,111,0,383454,FALSE,65,7917,17
25,26,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,107,FALSE,273,0,1657441,FALSE,82,751,49
47,53,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,93,TRUE,363,5,4222368,FALSE,861,2036,127
47,49,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,55,TRUE,181,0,884987,FALSE,117,1986,2
55,66,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,24,FALSE,50,0,49068,FALSE,6,10877,1
7,18,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,41,FALSE,25,0,30890,FALSE,4,9854,1
29,36,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,22,TRUE,43,0,140356,FALSE,6,2150,1
22,24,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,165,TRUE,366,1,2267806,FALSE,211,401,89
31,32,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,146,FALSE,121,0,751230,FALSE,95,6438,11
24,27,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,30,FALSE,55,0,58072,FALSE,12,7173,2
37,39,FALSE,unreviewed,0,FALSE,10964,?,FALSE,FALSE,FALSE,30,FALSE,138,0,2448942,FALSE,317,1699,5
25,26,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,126,FALSE,273,0,1657441,FALSE,82,751,49
25,26,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,69,FALSE,239,0,1480434,FALSE,207,2914,56
14,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,148,FALSE,90,0,403463,FALSE,54,8132,2
4,5,FALSE,accepted,3,TRUE,10964,?,FALSE,FALSE,FALSE,85,FALSE,198,0,3452374,FALSE,173,574,234
29,36,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,17,TRUE,43,0,140356,FALSE,6,2150,1
19,21,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,101,TRUE,63,0,199159,FALSE,9,4870,4
14,16,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,19,TRUE,74,0,265541,FALSE,33,4926,8
12,13,FALSE,accepted,2,FALSE,17568,144243,FALSE,FALSE,TRUE,189,TRUE,229,0,2590584,FALSE,402,156,47
19,20,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,42,FALSE,433,0,6490108,FALSE,740,121,8
20,24,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,46,TRUE,191,3,1147870,FALSE,203,2841,14
45,46,FALSE,accepted,1,TRUE,8610,?,FALSE,FALSE,FALSE,58,FALSE,191,0,2798227,FALSE,1397,1207,23
53,54,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,108,FALSE,315,0,1536371,FALSE,192,853,64
24,25,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,187,FALSE,175,0,1691176,FALSE,204,863,172
20,23,FALSE,unreviewed,1,TRUE,2660,?,FALSE,FALSE,FALSE,102,FALSE,146,0,897768,FALSE,206,8489,15
34,36,TRUE,verified,10,FALSE,21495,34478,FALSE,FALSE,TRUE,89,TRUE,245,1,3253375,TRUE,527,2043,1041
5,20,FALSE,unreviewed,0,TRUE,38,?,FALSE,FALSE,FALSE,57,FALSE,6,0,?,FALSE,9,1115,0
25,36,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,10,FALSE,25,0,38090,FALSE,2,10877,3
39,44,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,42,TRUE,54,0,150795,FALSE,8,1986,0
52,54,FALSE,accepted,1,FALSE,17568,144243,FALSE,FALSE,TRUE,41,TRUE,297,0,1024521,FALSE,303,1657,21
6,7,FALSE,accepted,2,FALSE,2660,?,FALSE,FALSE,FALSE,50,FALSE,94,0,413416,FALSE,81,8132,10
19,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,50,FALSE,111,0,383454,FALSE,65,7917,21
48,51,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,48,TRUE,292,2,1384638,FALSE,302,6578,78
20,23,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,89,FALSE,146,0,897768,FALSE,206,8489,20
2,17,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,38,FALSE,6,0,?,FALSE,?,931,0
44,57,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,19,FALSE,78,0,44223,FALSE,4,7467,0
32,35,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,249,FALSE,85,0,276104,FALSE,35,7866,5
24,33,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,29,FALSE,22,0,40285,FALSE,2,9854,2
46,49,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,7,TRUE,207,0,896107,FALSE,239,4548,23
20,25,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,52,FALSE,28,0,41912,FALSE,8,10877,3
29,32,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,149,TRUE,175,0,990612,FALSE,273,3204,13
9,12,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,25,FALSE,58,0,240321,FALSE,24,8132,36
39,43,FALSE,accepted,2,TRUE,17568,144243,FALSE,FALSE,TRUE,20,TRUE,455,3,4139198,FALSE,785,1664,135
51,52,FALSE,accepted,1,TRUE,21495,34478,FALSE,FALSE,TRUE,271,TRUE,360,0,2016243,FALSE,1267,1162,79
40,41,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,101,FALSE,294,0,3318872,FALSE,2527,1449,50
22,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,55,FALSE,88,0,292144,FALSE,62,8377,2
14,22,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,35,FALSE,90,0,403463,FALSE,54,8132,0
39,40,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,65,FALSE,83,0,173703,FALSE,34,7985,6
20,21,FALSE,accepted,5,FALSE,21495,34478,FALSE,FALSE,TRUE,47,TRUE,247,0,2330119,FALSE,168,401,71
26,35,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,38,FALSE,32,0,47306,FALSE,23,2234,3
24,25,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,95,TRUE,278,0,1050140,FALSE,672,1125,126
30,32,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,29,FALSE,70,0,233864,FALSE,72,6277,6
30,32,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,17,FALSE,212,1,994904,FALSE,262,7159,15
7,12,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,27,TRUE,51,4,227520,FALSE,30,627,0
39,44,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,57,TRUE,54,0,150795,FALSE,8,1986,0
20,31,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,15,FALSE,65,0,167114,FALSE,92,7114,0
28,29,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,70,TRUE,198,0,1921896,FALSE,426,2514,20
15,16,FALSE,accepted,4,FALSE,10964,?,FALSE,FALSE,FALSE,202,FALSE,168,0,2441784,FALSE,145,751,54
30,32,FALSE,accepted,4,TRUE,2660,?,FALSE,FALSE,FALSE,53,FALSE,212,1,994904,FALSE,262,7159,20
48,49,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,62,TRUE,97,0,143815,FALSE,41,954,5
0,3,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,55,FALSE,4,0,?,FALSE,?,1582,0
7,18,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,44,FALSE,25,0,30890,FALSE,4,9854,4
39,44,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,42,TRUE,54,0,150795,FALSE,8,1986,0
24,27,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,57,FALSE,21,0,33958,FALSE,50,7306,0
16,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,21,FALSE,95,1,234474,FALSE,28,8132,23
1,12,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,25,FALSE,8,0,41280,FALSE,2,10877,1
18,27,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,7,FALSE,50,0,64483,FALSE,12,6018,0
11,20,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,37,FALSE,36,0,29021,FALSE,51,7089,1
48,51,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,31,TRUE,292,2,1384638,FALSE,302,6578,57
26,31,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,99,FALSE,78,0,214830,FALSE,87,6557,6
21,26,TRUE,verified,1,FALSE,693,?,FALSE,FALSE,FALSE,416,FALSE,112,1,594125,TRUE,64,5353,103
73,77,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,31,TRUE,279,1,1156612,FALSE,233,1657,71
13,15,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,40,FALSE,66,0,311514,FALSE,89,5599,13
54,58,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,39,FALSE,111,0,77481,FALSE,31,5353,0
22,27,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,61,FALSE,158,0,1163069,FALSE,159,8970,21
24,25,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,59,FALSE,175,0,1691176,FALSE,204,863,38
17,18,FALSE,accepted,1,TRUE,2503,1124,FALSE,FALSE,TRUE,50,TRUE,118,0,802089,FALSE,611,1460,28
26,29,FALSE,accepted,3,FALSE,693,?,FALSE,FALSE,FALSE,93,FALSE,62,1,155005,FALSE,25,6935,72
16,22,FALSE,unreviewed,1,FALSE,419,?,FALSE,FALSE,FALSE,250,FALSE,40,0,89259,FALSE,12,10141,2
37,42,FALSE,accepted,3,TRUE,17568,144243,FALSE,FALSE,TRUE,45,TRUE,399,4,3060005,FALSE,1027,5683,337
36,40,TRUE,verified,31,TRUE,21495,34478,FALSE,FALSE,TRUE,38,TRUE,363,3,4131701,TRUE,623,2036,348
66,67,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,22,TRUE,246,0,2418330,FALSE,820,1545,5
14,23,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,38,FALSE,34,0,27247,FALSE,6,9854,1
20,21,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,85,TRUE,247,0,2330119,FALSE,168,401,35
27,28,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,42,FALSE,196,0,3183017,FALSE,226,1929,20
18,19,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,186,FALSE,152,0,2401685,FALSE,59,751,97
52,54,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,65,TRUE,297,0,1024521,FALSE,303,1657,27
34,35,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,30,FALSE,80,0,243325,FALSE,28,8020,0
34,36,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,17,TRUE,100,0,541196,FALSE,28,2086,4
33,36,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,48,FALSE,335,2,5070070,FALSE,372,2441,311
21,22,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,44,FALSE,218,0,2302935,FALSE,163,541,3
8,16,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,45,FALSE,27,0,182769,FALSE,80,7306,2
42,43,FALSE,accepted,2,TRUE,419,?,FALSE,FALSE,FALSE,36,FALSE,188,0,1173187,FALSE,161,10906,4
18,32,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,53,FALSE,37,0,36710,FALSE,2,9854,1
